FOLDERNAME,LANGUAGE,PHOTONAME,UNIQUEPHOTO,PHOTOTEXT,NAMESMENTIONED,COUNTRIESMENTIONED,URL,COPYRIGHT
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0012,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0012,DEPARTMENT OF STATE MARAM DEPARTMENT OF STATE CONFIDENTIAL Dar es Salaam Page 6 The Comoro National Liberation Movement sent a telegram General DeGaulle calling for elections in the islands IZANU andZAPU quarreled publicly in the letters column the Standard. FRELIMO claimed more successes. ***** The Standard editorialized against the Viet-Nam talks enue controversy saying that Phnom Penh need not have been ejected but maintaining that the U.S. rufusal to go to larsaw was not unreasonable. All papers gave prominent play to the Zambian nationalizations; Pressman columnist said that the Viet-Nam hawks killed Ngurumo ran a big insert on Lenin April 22. advised this week against sheikh wee Hasest at totemavertized mologer It might either cause you misunderstanding or a possibility of being watched. PICKERING FOTO TRED CONFIDENTIAL DECLASSIFIED thority NND 969000 1/1/68 POL 2 TANZAN,,Viet-Nam; Zambia; Viet-Nam,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0013,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0013,DECLASSIFIED thority NND 969.000 Dal 2 TANZAN TION STRIBUTION DEPARTMENT 0E STATE ANARAM DEPARTMENT OF STATE TRIBUTION ON ^ AF AR& NEA TO 3 3 1o y AID; /S 可 OM AR TR RMY NAVY OSD 34 NSA CLA 3 20 Nse 9 TED DISTRIBUTION DEPARTMENT OF STATE AIRGRAM AM se 2 Tanzap Original to be Filed in Decentralized Files. FILE DESIGNATION CONFIDENTIAL HANDLING INDICATOR Department of State RECEIVED T OF STATE APR 29 12 34 PM 1968 RS/ ANALYSIS BRANCH A-366 FROM Amembassy DAR ES SALAAM DATE; April 24 1968 SUBJECT; Call at Tanzanian Foreign Office REF Dar 2891 AT Transmitted as an enclosure to this airgram is a memorandum of conversation describing a call on the Tanzanian Foreign Offices American Desk Officer April 16 1968. Also transmitted are copies of the note and two aide memoires given to the Desk Officer in the course of the conversation. Six subjects were discussed during the call; 89/1/1 TOd POST ROUTING Action Into. Initials Officials the assignment of USIS Junior Officer Trainees cultural visits to the U.s. and insulting references to President Johnson in the TANU party the Nationalist. When each subject was introduced the Desk Officer said variously that he had never heard of the matter that the Foreign Office served only as a letter box and exercised no policy GROUP 3 Downgraded at 12-year intervals not automatically declassified. on Taken; F0-68 DS -323 CONFIDENTIAL Drafting Date; Phone No.; 4/23/68 For Depgetment Use Only Contents and Classilication Approved by; Charge; TRPickering,,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0007,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0007,DECLASSIFIED thority NND 969000 Pal 2 TANZAN STION DISTRIBUTION DEPARTMENT OF STATE TARAM DEPARTMENT OF STATE DISTRIBUTION IC TION F. S REP DEPARTMENT OF STATE AIRGRAM Original to be Filed in Decentralized Files. PoL 2 TANZAN FILE DESIGNATION FE NEA CONFIDENTIAL HANDLING INDICATOR TO Department of State DEPAI ECEWEP OF STATE А-369 29. AID SIP S BRANCH AN MRS HALLGI COM FRE FROM ; Amembassy DAR ES SALAAM DATE; April 25 1968 TAR TR XMB SUBJECT; This Week in Tanzania April 19 to 25. ARMY NSA 3 5 3 NAVY CIA 20 OSD 34 NSU REF ESTED DISTRIBUTION 811-0731 POST ROUTING Action Info. Initials 1/1/68 POL 2 n Taken; pancesE FORM ECON; JCCurran. Reverberations from Tanzanias recognition of Biafra and concern over the condition of the countrys roads were still items of top interest. The ruling party papers continued to insist there was nothing really wrong with the highways even though people were being drowned in floods few trucks were getting through to Zambia. Nge rape rolley Tantana vas of mote naticant. were also praising the Governments condemnation of The policy still makes little sense from an economic or security standpoint but morality and nobility of purpose count for a lot in the local environment and President Nyerere has so far been successful in presenting Biafran recognition in such terms. The nationalized Ottoman Bank settled tor $180000 and the N.D.C. went ahead with plans for several different industrial projects. ***＊* ****** 冰冰*** Depends on What You Mean By Interest Tanzanias recognition of Biafra was still high on everyones list of conversation topics and there were plenty of letters to the editor discussing Group 3 - Downgraded at 12-year intervals; not automatically declassified CONFIDENTIAL Drafting Date; 4/25@68 Phone No? For Department Use Only 3 Contents and Classification Approved by; Charge; TRPickering TANZAN,Nyerere,Biafra; Zambia; Biafra; Biafra,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0039,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0039,MENT OF STATE RAM PARTMENT OF STATE ARAM Dal 2 TANZAN DECLASSIFIED sority NND 969000 Dar es Salaam A-349 Page 3 CONFIDENTIAL everything was all right. Meanwhile even the TANU papers were running banner headlines such as Rains Cause Havoc. Most observers in Dar were hard put to find an explanation for all this bizarre high-level behavior. The best theory is purely speculative Nyerere a but entirely possible--namely during President KAUNDA gave thorough chewing-out their meeting last week for letting the Tan-Zam Highway deteriorate so badly thus jeopardizing Zambias main politically- acceptable supply route. Nyereres chagrin according to this theory was so great that he set out on his grandstand ride by Land Rover from Mbeya to Dar determined to show his critics that there was nothing wrong with Tanzanias roads and its road maintenance. the explanation behind all the goings-on Tanzanian officialdom is looking silly and it will probably look even sillier if the rains keep up and several dozen newsmen get stuck in the mud next week on their way to ***** The official axe finally fell on A. S. MTAKI M.P. from Mpwapwa April 8 when Chief Justice GEORGES declared his parliamentary seat vacant. Mtaki never has submitted his form and the Chief Justice ruled declaring his financial status the terms of the constitutional that he was disqualified under amendment embodying the leadership conditions of the Arusha Declaration. Mtaki is also going costs of the case. On the other hand rattle weti an the courts this week. and Water Development Alhajj Abdulrahman BABU to nav no tot to log lid The Nairobi Daily Nation which had accused him of engaging in a subversive meeting with agreed on ginga ODINGA at Mombasa a year and a half and to print an April 8 to pay him $5600 in libel damages and The Mkata resettlement area for the urban unemployed (which is right near one of the Central Line washouts) to get new inhabitants. continued One hundred and twenty-six have arrived from Tanga and 15 people a day in Dar are said to be still signing up for resettlement. area April 10 and urged the Minister Babu visited the settlers to work hard. Government is also engaged in moving people out of the flooded Rufiji Valley though so far there have only been speeches exhortations by politicians and administrators with no forced CONFIDENTIAL 1/1/68 POL 2 TANZAN,Nyerere; KAUNDA; Nyerere,Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0011,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0011,DECLASSIFIED shority NND 969000 DEPARTMENT OF STATE DARAM DEPARTMENT OF STATE Dal 2 TANZAN CONFIDENTIAL Dar es Salaam Page 5 Tanzania Zambia and Communist China on the Tan-Zam Railroad. The two days of conversations are expected to deal with engineering problems. Two East German labor officials arrived April 22 to participate in an African labor solidarity conference on South Africa. A.I.D.s Assistant Arrived Apt A one day is when Peter Sanautalked with Peter Kisumo Minister for Local Government and Rural Derek Bryceson Minister for Job Lusinde Minister for Communications Labour and Works; and George Kahama General Manager of the NDC. He also found time to visit the port the Zambia Goods Transit Shed Tan-Zam Road Services a short section of the Tan-Zam Highway and the University. Tanzanias Chief Justice Georges returned from a Commonwealth Conference in Trinidad. U.N. visitors included a UNESCO inspection team a new I.L.O. expert for Tanzanias National Institute of Productivity and assistant Chief of the U.N.D.P. Mr. Meyer Cohen who called on East African Community Headquarters in Arusha. The new Danish Director General of the Bank of Tanzania arrived April 22 former Tanzanian High Commissioner in New Delhi S. A. Salim returned April 21 to take over the Foreign Offices African and Middle East Department and on the same day prominent Sierra Leonean Gershon D. Collier paid another visit to Tanzania. A group of Ugandans arrived at the beginning of the week to observe Tanzanias social security system and a Ghanaian night club act left April 20. The musicians were billed as High Life specialists but actually they were a ordinary Western-style dance band. The Nationalistss reviewer panned them. Tanzanians overseas included Minister of State for East African Affairs Nsilo Swai in Brussels for talks with Minister of Finance Jamal in Paris for the World and Junior than con i the oco yace Present frice Rich run imbura in Tehran for the U.N. Human Rights Conference. Tanzania also sent representatives to the regional W.H.O. meeting in Brazzaville. A TANU Youth League gift of canned beef to North Viet-Nam was given wide publicity. It will be presented again in Hanoi in a few weeks time by the Editor of the Nationalist and Uhuru Benjamin Mkapa. CONFIDENTIAL 1/1/68 POL 2 TANZAN,Kisumo; Bryceson; Lusinde; Salim; Swai; Jamal; Mkapa,Zambia; China; South Africa; Zambia; Uganda; Ghana; Viet-Nam,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0005,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0005,DECLASSIFIED thority NND 969000 Dal 2 TANZAN STION DISTRIBUTION CTION TORIODITIO NEA 410 DEPARTMENT DE STATE กลRAM DEPARTMENT OF STATE DEPARTMENT OF STATE IRGRAM Original to be l 777875c Fied in 5769 E74422821 Decentralized Files. CONFIDENTIAL HANDLING INDICATOR TO ; Department of State INFO * Amembassy DAR ES SALAAM POL 15-1 TANZAN XE PILE TANZAN FILE DESIGNATION A-141 NO. AR SA 3 FRS TR NAVY 5 CIA 20 INT XME OSD 3% NIC ED DISTRIBUTION … L ST BOUTING tion Info. Initials FROM; Amconsul Zanzibar SUBJECT; Karumes Press Interviews for Union Day DATE; April 26 1963 REF BEGIN UNCLASSIFIED First Vice President KARUME granted intervies to the principal Tanzanian daily newspapers on the occasion of Union Day April 26 The more informative interview was carried by the privately-owhed Tanzania Standard on April 26 [Enclosure 1]. The TANU organs The Nation- alist and Uhuru ran a shorter interview in English and Swahili versions on April 25 [Enclosure 2]. more interesting points covered in Karumes replies were the following; --The integration of Mainland Tanzania and Zanzibar has caused no difficulties. additional matters should be transferred to union jurisdiction and the interim constitution should be continued in force as JEC Enclosures; 1. Interview With Karume - Tanzania Standard 2. Interview With Karume - The Nationalist 3. Editorial - The Standard 1/1/68 POL 2 TANZAN 13 57 byt FORM 10 - 64 DS -323 JEMatlock; ma CONFIDENTIAL Draffing Date; 4-26-68 Phone No.; For Department Uso Oniz 11 Out Contents and Classilication Apbroved by; Jack F. Matlock #0. & GOVERNMENT PRINTINO OFFICE; 1906 O 200-217 105A,Karume; KARUME; Karume; Karume; Karume,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0004,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0004,DECLASSIFIED chority NND 969.000 + N NED ARTMENT OF STATE @ POL 2 1/1/68 TANZAN Systematic declassification review of material in this folder was completed by the Department of State on; 1/ 10. 6 2フ (Date and Reviewers Initials) The remaining material was declassified as of that date.,,,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0010,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0010,DECLASSIFIED thority NND 969000 DEPARTMENT OF STATE RAM DEPARTMENT OF STATE Dal 2 TANzAN CONFIDENTIAL Dar es Salaam Fage 4 There were few internal political developments during the President Nyerere was officially presented April 24 with is gift Egyptian buffaloes after which he visited a textile mill and an orphanage and received the Burundi Foreign Minister. The latter presented his countrys application to join the East African Community. The next day the President opened a Regional Commissioners conference in Dar. Second Vice President Kawawa was touring his constituency in Nachingwea. April 30 Parliament will open and it is scheduled to consider 11 bills three Government papers 242 questions and the election of Tanzanias nine representatives to the East African Legislative Assembly. Parliament may also have to consider adding to its membership in view of the recently revealed increase in the countrys population. Economic developments included the signing of a compensation agreement for the nationalization of the assets of the Ottoman Bank in Tanzania last year. The Government will pay 8180000 in three yearly installments plus six per cent interest. Plans to build a 316520000 fertilizer plant were announced with construction to begin at the end of the year. The plant which will produce 105000 tons a year is to be a joint 60-40 venture between the para-statal National Development Corporation and West German interests. The N.D.C.-Mansfield Rubber Company tire plant will be built on a site near Arusha according in tumber and blanket projects! and the N.D.C. is also considering investing The Ismaili-backed Industrial Promotion Services announced April 24 that it would start a new rubber products company primarily to serve the local rubber footwear market. A report issued at East African Community headquarters in Arusha indicated the market for textiles in the region was conservatively predicted to be 300000000 square yards in 1970 and 382000000 by 1975. is now being Fifty per cent of the market supplied by local production with 80% seen as a reasonable future maximum. The Soviets agreed to buy $854000 worth of Tanzanian sisal and coffee April 23 with the order almost evenly divided between the two products. prices were announced. No unit Bank-backed Kilombero Further troubles at the Dutch and World Sugar Company were evident in an April 20 announcement that the workers committee at the mill had been dissolved. The union (NUTA) appears to backing managements and the Governments efforts to increase production. 1/1/68 POL 2 TANZAN Zambian Minister of State for Finance U.G. Mwila arrived in Dar April 24 for the resumption of tripartite talks between CONFIDENTIAL,Nyerere; Kawawa,Egypt; Burundi; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0038,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0038,MENT O2 STATE RAM PARTMENT OF STATE ARAM Dal 2 TANZAN DECLASSIFIED hority NND 969000 Pla Tannen Dar es Salaam A-349 Page 2 CONFIDENTIAL of the railroad the working conditions of the Chinese technicians the loan arrangements and the accounting pro- cedures. No details were given on any of these protocols or on what had exactly been agreed to and the only real news in the entire communique was a statement that construction Earlier it was announced Zambian railway planning board and that on April 12 the Chinese ship Yao-Hua arrive in Dar with survey equipment and 150 technicians. These developments were almost drowned out Tanzanias roads. Heavy rain fell over much of the country the week with the result the Dar airport was closed 1/1/68 POL 2 Zam Highway was washed away in two places; and great gaps appeared in both main roads leading north from Dar. capital was cut off from all land communication with the rest of the country and the East African Postal Service announced officially that no surface mail was reaching the Southern Highlands. Crowds camped at Dars main railway ter- minal waiting for non-existent trains and over 200 trucks were waiting at the washed-out Great Ruaha Bridge on the Tan-Lam Hignway• The organizers of the East African Safari Auto Rally billed as the toughest in the world were seriously considering cutting out all but the northern parts of Tanzania from the rally route. Floods made hundreds homeless near Arusha and in the Rufiji Valley. In the midst of all the slop transportation chaos President NYERERE ; roaring water issued an official statement saying that people should not condemn the Great North Road but instead praise it for carrying so much traffic so He said that all the Road needed was a little normal maintenance Bridge. Great Ruaha President crossed this washout on a temporary footbridge and boarded another car waiting for him on the other side. TANU papers picked up and expanded on this theme by roundly condemning imperialists and their newspapers for spreading ridiculous lies about the so-called Hell Run.  Tanzanias Labor and Works joined the fray of a free ride by car (after Easter) from Dar to Tunduma on the Zambian border so they could see for themselves that CONFIDENTIAL TANZAN,NYERERE,Zambia; Zambia,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
nara_tanzania_RG59-67-69-Box2513-contd-2,ENGLISH,IMG_0088,nara_tanzania_RG59-67-69-Box2513-contd-2-IMG_0088,DECLASSIFIED nority NND 969000 Pal 2 TANZAN FOR RM USE ONLY CONFIDENTIAL Dar es Salaam A-292 Page 3 200wnery 1s to be bus t at Dodon end a Tanzantan company was reported as negotiating Indian Ocean coast. A team of potential U.S. investors from Ward and mation deposest fast wide sush the un isty da and left in a euphoric state. Agriculture from the Minister on down and of the NDC greeted them with cordiality and cooperation that was memorable. will report more on this soon but for now we can say that if first appearances mean anything we may see a substantial U.S. investment in Tanzanias livestock industry in a year In the course of the week a Campbells Soup man came looking for places to grow tomatoes and the Government showed him thinking inster saoe a pettage of he Moo tas of tomatoes or more per year and a factory to turn this all into tomato Bloc-connected economic activity centered on two Chinese-backed industrial projects in Dar es Salaam. Vice President KAWAWA recently released from his two-week tour of duty in the National Service laid the foundation stone of the Ubungo Agricultural Implements factory next door to the Chinese-built Friendship Textile Mill on the outskirts The new farm tools plant will cost 8487200 220 workers and produce 1000 tons of ploughs pangas (machetes) ceremony Kawawa and hagawa praised Communist Chinas stringless aid. In his speech at the stone-laying Doubt was cast on the stringlessness of Chinese aid during the week when it was revealed that a dispute had broken out at the Friendship Mill over the future employ- ment of 450 construction workers who have been putting up the mills buiunion (NUTA) are reported to be wanting to be taken and their union All but 37 are to be laid off but they on as mill production workers or as construction workers on the adjoining implements factory. received by seemingly fair demand. the Embassy The According to some reports there are political angles to this now that they are Tanzanians apparently want the trained and experienced in construction to be used on other building projects around the country while the Chinese want them now that they are supposedly 1/1/68 POL 2 TANZAN,KAWAWA; Kawawa,India; China,www.archives.gov,Copyright of the National Archives and Records Administration (NARA) and The Airqiv Document Explorer. Fair use criteria of Section 107 of the Copyright Act of 1976 must be followed. The following materials can be used for educational and other noncommercial purposes without the written permission of NARA. These materials are not to be used for resale or commercial purposes without written authorization from NARA. This text extraction and summarization process and software is designed and copyrighted by Paul Bjerk. All materials cited must be attributed to NARA www.archives.gov and The Airqiv Document Explorer  airqiv.com
